Names,Cost,Points
Julian Alaphilippe,18,433
Thibaut Pinot,18,409
Nairo Quintana,18,412
Romain Bardet,16,121
Peter Sagan,16,347
Vincenzo Nibali,16,499
Pascal Ackermann,14,174
Max Schachmann,14,1051
Elia Viviani,14,65
Sam Bennett,14,4
Caleb Ewan,14,0
Michael Matthews,14,349
Richie Porte,14,45
Pierre Latour,12,4
Bob Jungels,12,206
Sergio Higuita,12,684
Michael Woods,12,4
Pello Bilbao,10,114
Dylan Teuns,10,217
Felix Grossschartner,10,405
Patrick Konrad,10,73
Guillaume Martin,10,211
Zdenek Stybar,10,97
Tejay Van Garderen,10,4
John Degenkolb,10,178
Philippe Gilbert,10,136
Warren Barguil,10,0
Diego Rosa,10,0
Tiesj Benoot,10,967
Lilian Calmejane,10,21
Jasper Stuyven,10,302
Edward Theuns,10,23
Benoit Cosnefroy,8,0
Aurelien Paret-Peintre,8,58
Bryan Coquard,8,40
Jens Debusschere,8,0
Damiano Caruso,8,16
Ivan Garcia Cortina,8,292
Heinrich Haussler,8,16
Hermann Pernsteiner,8,16
Xandro Meurisse,8,52
Andrea Pasqualon,8,180
Danny Van Poppel,8,0
Kasper Asgreen,8,129
Alberto Bettiol,8,37
Lawson Craddock,8,34
Sep Vanmarcke,8,10
Stefan Kueng,8,95
Rudy Molard,8,307
Marc Sarreau,8,60
Rudy Barbier,8,84
Hugo Hofstetter,8,104
Nils Politt,8,263
Thomas De Gendt,8,230
Victor Campenaerts,8,84
Roman Kreuziger,8,44
Giacomo Nizzolo,8,396
Michael Valgren,8,29
Nacer Bouhanni,8,179
Dan McLay,8,6
Nikias Arndt,8,119
Niccolo Bonifazio,8,151
Anthony Turgis,8,102
Kenny Elissonde,8,23
Mickael Cherel,6,10
Alexis Gougeard,6,27
Oliver Naesen,6,53
Nans Peters,6,0
Frederik Backaert,6,0
Cyril Barthe,6,0
Cyril Gautier,6,0
Quentin Pacher,6,0
Jan Tratnik,6,79
Jempy Drucker,6,64
Aime De Gendt,6,2
Tom Devriendt,6,29
Fabien Doubey,6,125
Boy Van Poppel,6,2
Piet Allegaert,6,0
Nicolas Edet,6,152
Anthony Perez,6,62
Julien Vermote,6,0
Tim Declercq,6,6
Yves Lampaert,6,45
Michael Morkov,6,6
Tanel Kangert,6,256
Tobias Ludvigsson,6,50
Guillaume Boivin,6,12
Krists Neilands,6,109
Tom Van Asbroeck,6,14
Sander Armee,6,10
Jasper De Buyst,6,0
Pierre Barbier,6,0
Romain Combaud,6,2
Julien El Fares,6,0
Ramunas Navardauskas,6,0
Dusan Rajovic,6,5
Evaldas Siskevicius,6,0
Ryan Gibbons,6,14
Ben O'Connor,6,14
Max Walscheid,6,34
Winner Anacona,6,18
Cees Bol,6,270
Chris Hamilton,6,89
Soren Kragh Andersen,6,467
Jonathan Hivert,6,79
Adrien Petit,6,6
Julien Simon,6,6
Niki Terpstra,6,6
Mads Pedersen,6,30
Kevin Reza,4,0
Sebastian Schoenberger,4,0
Domen Novak,4,16
Juraj Sagan,4,71
Michael Schwartzmann,4,70
Pieter Vanspeybrouck,4,2
Cyril Lemoine,4,0
Damien Touze,4,0
Tom Scully,4,10
Anthoine Duchesne,4,30
Matthieu Ladagnous,4,30
Olivier Le Gac,4,93
Jenthe Biermans,4,14
Mads Wuertz Schmidt,4,183
Frederik Frison,4,0
Roger Kluge,4,0
Jose Manuel Diaz,4,56
Julien Trarieux,4,0
Michael Gogl,4,15
Dayer Quintana,4,6
Connor Swift,4,11
Nico Denz,4,84
Nils Eekhoff,4,40
Dries Van Gestel,4,17
Alex Kirsch,4,8
Ryan Mullen,4,20
