Names,Cost,Points
Wout Van Aert,32,165
Julian Alaphilippe,32,82
Michal Kwiatkowski,26,87
Primoz Roglic,26,20
Max Schachmann,24,135
Michael Matthews,24,105
Greg Van Avermaet,24,15
Tom Pidcock,22,150
Alejandro Valverde,22,90
Matteo Trentin,22,57
Matej Mohoric,20,68
Alex Aranburu,20,60
Tiesj Benoot,20,48
Richard Carapaz,20,24
Warren Barguil,20,18
Guillaume Martin,18,45
Rudy Molard,18,24
Wilco Kelderman,18,7
Patrick Konrad,16,58
Michael Valgren,16,54
Edward Theuns,16,30
Dylan Van Baarle,16,15
Valentin Madouas,16,12
Tim Wellens,16,6
Kristian Sbaragli,14,76
Daryl Impey,14,30
Sergio Higuita,14,21
Sam Oomen,12,20
Luke Rowe,12,15
Sergio Henao,12,3
Loic Vliegen,10,30
Robert Gesink,10,20
Paul Martens,10,20
Eddie Dunbar,10,15
Tosh Van Der Sande,8,64
Maurits Lammertink,8,30
Clement Venturini,8,27
Ben Tulett,6,42
Aurelien Paret-Peintre,6,39
Markus Hoelgaard,6,36
Quinten Hermans,6,33
Ryan Gibbons,6,30
Kenny Molly,6,30
Stan Dewulf,6,30
Chad Haga,6,30
Julien Bernard,6,30
Ide Schelling,6,22
Lennard Hofstede,6,20
Jonas Vingegaard,6,20
Michal Golas,6,15
Cesare Benedetti,6,7
Marcus Burghardt,6,7
Anders Skaarseth,4,30
Sebastien Grignard,4,30
Patrick Gamper,4,7
