Names,Cost,Points
Julian Alaphilippe,32,200
Tadej Pogacar,28,220
Michal Kwiatkowski,26,80
Jakob Fuglsang,26,76
Primoz Roglic,26,72
Marc Hirschi,24,140
Mike Woods,24,140
Max Schachmann,24,90
Michael Matthews,24,48
Alejandro Valverde,22,160
Davide Formolo,22,90
Adam Yates,22,52
Tiesj Benoot,20,100
Matej Mohoric,20,85
Alex Aranburu,20,40
Rui Costa,20,30
Warren Barguil,20,20
Richard Carapaz,20,20
Bauke Mollema,18,95
Guillaume Martin,18,64
Wilco Kelderman,18,16
Rudy Molard,18,10
David Gaudu,16,180
Esteban Chaves,16,68
Patrick Konrad,16,44
Tim Wellens,16,28
Valentin Madouas,16,10
Jack Haig,14,56
Lorenzo Rota,12,40
Joao Almeida,12,20
Mikkel Honore,12,20
Loic Vliegen,10,40
Toms Skujins,10,36
David De La Cruz,10,30
Brandon McNulty,10,30
Krists Neilands,10,24
Dries Devenyns,10,20
Mauri Vansevenant,10,20
James Knox,8,20
Omar Fraile,8,4
Aaron Van Poucke,6,40
Laurens Huys,6,40
Mathijs Paasschens,6,40
Sergei Chernetskii,6,40
Tomasz Marczynski,6,40
Aurelien Paret-Peintre,6,32
Vegard Stake Laengen,6,30
Pieter Serry,6,20
Jonas Vingegaard,6,12
Bruno Armirail,6,10
Romain Seigle,6,10
William Bonnet,4,10
Matthieu Ladagnous,4,10
