Names,Cost,Points
Mathieu Van Der Poel,32,180
Wout Van Aert,32,100
Greg Van Avermaet,24,4
Yves Lampaert,22,120
Philippe Gilbert,22,32
Jasper Stuyven,22,28
Gianni Moscon,20,180
Alexander Kristoff,20,68
Sep Vanmarcke,20,36
Matej Mohoric,20,30
John Degenkolb,20,20
Ivan Garcia Cortina,20,20
Tim Merlier,20,10
Jasper Philipsen,20,10
Sonny Colbrelli,18,220
Zdenek Stybar,18,24
Anthony Turgis,16,72
Soren Kragh Andersen,16,32
Christophe Laporte,14,110
Max Walscheid,14,96
Baptiste Planckaert,14,52
Heinrich Haussler,12,115
Amaury Capiot,12,56
Luke Rowe,12,20
Gianni Vermeersch,12,10
Florian Vermeersch,10,220
Tom Van Asbroeck,10,95
Marco Haller,10,90
Jonas Rickaert,10,10
Sebastian Langeveld,8,64
Tosh Van Der Sande,8,20
Jonas Rutsch,6,80
Luca Mozzato,6,48
Nathan Van Hooydonck,6,40
Marcel Sieberg,6,30
Fred Wright,6,30
Nils Eekhoff,6,20
Frederik Frison,6,20
Connor Swift,6,16
Silvan Dillier,6,10
Senne Leysen,6,10
Dries Van Gestel,6,8
Guillaume Boivin,4,90
Laurenz Rex,4,44
Jonathan Milan,4,30
Sebastien Grignard,4,20
Harry Sweeny,4,20
