Names,Cost,Points
Mathieu Van Der Poel,32,135
Wout Van Aert,32,60
Oliver Naesen,24,120
Greg Van Avermaet,24,97
Yves Lampaert,22,89
Jasper Stuyven,22,51
Matteo Trentin,22,39
Tom Pidcock,22,18
Kasper Asgreen,20,210
Florian Senechal,20,170
Davide Ballerini,20,50
Tiesj Benoot,20,48
Ivan Garcia Cortina,20,12
John Degenkolb,20,6
Sep Vanmarcke,20,3
Zdenek Stybar,18,140
Stefan Kueng,18,33
Dylan Van Baarle,16,91
Anthony Turgis,16,57
Niki Terpstra,16,15
Jasper De Buyst,14,42
Gianni Vermeersch,12,75
Andre Greipel,12,15
Dries De Bondt,12,7
Marco Haller,10,79
Florian Vermeersch,10,45
Dimitri Claeys,10,36
Bert Van Lerberghe,10,35
Xandro Meurisse,10,7
Tim Declercq,8,36
Rasmus Tiller,8,15
Markus Hoelgaard,6,72
Jelle Wallays,6,45
Johan Jacobs,6,39
Taco Van Der Hoorn,6,36
Joris Nieuwenhuis,6,27
Alexys Brunel,6,15
Lluis Mas,6,15
Julius Van Den Berg,6,15
Jonas Koch,6,9
Floris De Tier,6,7
Petr Vakoc,6,7
Otto Vergaerde,6,7
Jonathan Milan,4,15
Lindsay De Vylder,4,15
