Names,Cost,Points
Sam Bennett,24,150
Arnaud Demare,22,6
Jasper Philipsen,20,135
Pascal Ackermann,20,120
Giacomo Nizzolo,20,105
Elia Viviani,20,68
Fernando Gaviria,20,51
Florian Senechal,20,20
Sonny Colbrelli,18,45
David Dekker,16,12
Cees Bol,14,76
Kristoffer Halvorsen,14,39
Max Walscheid,14,15
Michael Morkov,12,92
Hugo Hofstetter,12,82
Dan McLay,12,42
Alvaro Hodeg,12,20
Florian Vermeersch,10,48
Bert Van Lerberghe,10,29
Jonas Rickaert,10,15
Martin Laas,10,10
Tim Declercq,8,20
Lionel Taminiaux,8,15
Timothy Dupont,6,90
Stanislaw Aniolkowski,6,64
Clement Russo,6,60
Lorrenzo Manzin,6,57
Jeremy Lecroq,6,54
Matteo Moschetti,6,36
Gijs Van Hoecke,6,33
Yevgeniy Gidich,6,27
Rick Zabel,6,24
Alexander Konychev,6,21
Stijn Steels,6,20
Lawrence Naesen,6,18
Barnabas Peak,6,15
Alexis Gougeard,6,15
Jimmy Janssens,6,15
Senne Leysen,6,15
Oscar Riesebeek,6,15
Scott Thwaites,6,15
Gerben Thijssen,6,15
Brent Van Moer,6,15
Lukas Poestelberger,6,7
Juraj Sagan,6,7
Michael Schwarzmann,6,7
Ruediger Selig,6,7
Arne Marit,4,30
Erik Nordsaeter Resell,4,15
Wout Van Elzakker,4,15
Sebastian Mora,4,15
Ruben Apers,4,15
Patrick Gamper,4,7
