Names,Cost,Points
Julian Alaphilippe,32,27
Mathieu Van Der Poel,32,7
Greg Van Avermaet,24,76
Oliver Naesen,24,36
Yves Lampaert,22,105
Jasper Stuyven,22,64
Matteo Trentin,22,33
Arnaud Demare,22,30
Tom Pidcock,22,20
Tim Merlier,20,120
Alexander Kristoff,20,82
Florian Senechal,20,68
Giacomo Nizzolo,20,48
Tiesj Benoot,20,24
Elia Viviani,20,15
Ivan Garcia Cortina,20,12
Jasper Philipsen,20,7
Kasper Asgreen,20,3
Dylan Van Baarle,16,195
Anthony Turgis,16,72
Christophe Laporte,14,135
Bryan Coquard,14,51
Luke Durbridge,12,54
Heinrich Haussler,12,39
Jempy Drucker,12,15
Dries De Bondt,12,7
Victor Campenaerts,12,6
Ethan Hayter,10,95
Florian Vermeersch,10,15
Jonas Rickaert,10,7
Tosh Van Der Sande,8,90
Boy Van Poppel,6,57
Jordi Warlop,6,45
Arjen Livyns,6,42
Owain Doull,6,38
Jelle Wallays,6,30
Ryan Gibbons,6,21
Michal Golas,6,20
Rui Oliveira,6,15
Tom Bohli,6,15
Pascal Eenkhoorn,6,9
Silvan Dillier,6,7
Otto Vergaerde,6,7
Leonardo Basso,4,20
Cameron Wurf,4,20
Andre Carvalho,4,15
Kenneth Vanbilsen,4,15
