Names,Cost,Points
Julian Alaphilippe,18,986
Richard Carapaz,16,1145
Tadej Pogacar,16,2882
Miguel Angel Lopez,14,1316
Mikel Landa,14,1164
Nairo Quintana,14,587
Romain Bardet,12,350
Adam Yates,12,1196
Lennard Kaemna,10,570
Guillaume Martin,10,877
George Bennett,10,224
Sepp Kuss,10,703
Pierre Latour,8,38
Pello Bilbao,8,324
Ilnur Zakarin,8,227
Sergio Higuita,8,321
David Gaudu,8,20
Dan Martin,8,136
Esteban Chaves,8,299
Warren Barguil,8,422
Fabio Aru,8,36
Davide Formolo,8,71
Pierre Rolland,6,588
Damiano Caruso,6,622
Felix Grossschartner,6,27
Gregor Muehlberger,6,4
Alessandro De Marchi,6,14
Jan Hirt,6,10
Jesus Herrada,6,435
Hugh Carthy,6,211
Sebastien Reichenbach,6,342
Mikel Nieve,6,50
Domenico Pozzovivo,6,6
David De La Cruz,6,256
