Names,Cost,Points
Simon Yates,22,1576
Aleksandr Vlasov,16,1544
Hugh Carthy,14,929
Mikel Landa,14,52
Dani Martinez,12,1475
Jai Hindley,12,10
Dan Martin,10,1191
Romain Bardet,10,1100
George Bennett,10,754
Fausto Masnada,10,26
Damiano Caruso,8,2060
Giulio Ciccone,8,786
Davide Formolo,8,417
Harm Vanhoucke,8,256
James Knox,8,54
Ruben Guerreiro,8,48
Domenico Pozzovivo,8,19
Gino Maeder,6,344
Gianluca Brambilla,6,204
Jan Hirt,6,133
Mikel Nieve,6,113
Kilian Frankiny,6,32
Sebastien Reichenbach,6,24
Jonathan Caicedo,6,2
Jefferson Cepeda,6,0
