Names,Cost,Points
Marc Hirschi,8,130
Mattia Cattaneo,6,953
Matej Mohoric,6,864
Kasper Asgreen,6,568
Stefan Kueng,6,494
Magnus Cort,6,489
Mike Teunissen,6,339
Stefan Bissegger,6,317
Louis Meintjes,6,315
Mikkel Bjerg,6,275
Michael Valgren,6,201
Xandro Meurisse,6,198
Toms Skujins,6,189
Ide Schelling,6,188
Omar Fraile,6,168
Jan Bakelants,6,166
Neilson Powless,6,165
Dorian Godon,6,163
Casper Pedersen,6,160
Jonathan Castroviejo,6,145
Georg Zimmermann,6,120
Greg Van Avermaet,6,114
Dylan Van Baarle,6,114
Quentin Pacher,6,100
Dries Devenyns,6,88
Soren Kragh Andersen,6,82
Petr Vakoc,6,74
Lukas Poestelberger,6,73
Tony Martin,6,72
Philippe Gilbert,6,62
Lorenzo Rota,6,61
Rick Zabel,6,57
Tosh Van Der Sande,6,56
Simon Clarke,6,55
Oliver Naesen,6,54
Bruno Armirail,6,46
Jasper De Buyst,6,42
Robert Gesink,6,26
Victor Campenaerts,6,26
Carlos Barbero,6,24
Thomas De Gendt,6,22
Luke Rowe,6,10
Ruben Fernandez,6,8
Simon Geschke,6,8
Carlos Verona,6,8
Loic Vliegen,6,0
Michael Gogl,6,0
Victor De La Parte,6,0
Franck Bonnamour,4,587
Nils Politt,4,412
Michael Morkov,4,407
Fred Wright,4,283
Brent Van Moer,4,249
Harry Sweeny,4,242
Pierre-Luc Perichon,4,239
Imanol Erviti,4,236
Anthony Perez,4,223
Marco Haller,4,206
Cyril Barthe,4,186
Jonas Rutsch,4,159
Vegard Stake Laengen,4,150
Jonas Rickaert,4,146
Julien Bernard,4,145
Boy Van Poppel,4,140
Silvan Dillier,4,135
Elie Gesbert,4,128
Hugo Houle,4,114
Connor Swift,4,111
Michael Schaer,4,106
Fabien Doubey,4,92
Tim Declercq,4,72
Maxime Chevalier,4,71
Daniel Oss,4,70
Sean Bennett,4,64
Nils Eekhoff,4,53
Chris Juul-Jensen,4,49
Omer Goldstein,4,42
Miles Scotson,4,40
Roger Kluge,4,38
Jelle Wallays,4,36
Jonas Koch,4,36
Luke Durbridge,4,36
Jeremy Cabot,4,32
Cristian Rodriguez,4,20
Stefan De Bod,4,18
Dmitriy Gruzdev,4,18
Jorge Arcas,4,12
Amund Grondahl Jansen,4,10
Anthony Delaplace,4,8
Clement Russo,4,8
Guillaume Boivin,4,2
Reto Hollenstein,4,2
Joris Nieuwenhuis,4,2
Cyril Gautier,4,0
Cyril Lemoine,4,0
Jacopo Guarnieri,4,0
Ignatas Konovalovas,4,0
Jasha Suetterlin,4,0
Nic Dlamini,4,0
Julien Simon,4,0
