Names,Cost,Points
Jasper Philipsen,24,267
Fabio Jakobsen,24,96
Sam Bennett,22,258
Alexander Kristoff,20,420
Tim Merlier,20,258
Zdenek Stybar,20,12
Danny Van Poppel,16,390
Nils Politt,16,120
Florian Vermeersch,16,48
Edward Theuns,14,300
Jordi Meeus,14,264
Luka Mezgec,14,54
Cees Bol,14,15
Dan McLay,12,276
Aime De Gendt,12,45
Baptiste Planckaert,12,45
Michael Morkov,12,36
Marco Haller,12,30
Arnaud De Lie,10,102
Luca Mozzato,10,78
Martin Laas,10,30
Alberto Dainese,10,15
Brent Van Moer,8,30
Ryan Mullen,6,279
Ruediger Selig,6,240
Szymon Sajnok,6,72
Emils Liepins,6,66
Kenneth Van Rooy,6,60
Tom Devriendt,6,45
Gerben Thijssen,6,45
Boy Van Poppel,6,45
Stijn Steels,6,42
Guillaume Van Keirsbulck,6,24
Nico Denz,6,15
Niklas Maerkl,6,15
Daan Hoole,6,6
Sam Welsford,4,360
Kenneth Vanbilsen,4,285
Barnabas Peak,4,45
Soren Waerenskjold,4,30
Julien Morice,4,18
