Names,Cost,Points
Remco Evenepoel,28,540
Tiesj Benoot,20,360
Bauke Mollema,20,315
Simon Yates,18,246
Vincenzo Nibali,18,90
Fausto Masnada,18,60
Tom Dumoulin,18,20
George Bennett,16,162
Guillaume Martin,16,117
Mikkel Honore,16,60
Dani Martinez,16,40
Pavel Sivakov,14,405
Rigoberto Uran,14,204
Lorenzo Rota,14,192
Rudy Molard,14,171
Esteban Chaves,14,99
Tao Geoghegan Hart,14,40
Gorka Izagirre,14,9
Toms Skujins,12,228
Mattia Cattaneo,12,60
Domenico Pozzovivo,10,72
Sebastian Reichenbach,10,54
Timo Roosen,10,20
Gino Maeder,10,18
Jonathan Lastra,8,135
Antonio Pedrero,8,108
Carl Fredrik Hagen,8,81
James Knox,8,60
Pieter Serry,8,60
Jannik Steimle,8,60
Manuele Boaro,8,45
Robert Gesink,8,20
Carlos Rodriguez,6,310
Mattias Skjelmose,6,216
Roger Adria,6,180
Clement Berthet,6,153
Stefan De Bod,6,144
Chris Hamilton,6,63
Casper Pedersen,6,45
Martijn Tusveld,6,45
Oscar Cabedo,6,45
Clement Champoussin,6,45
Jonathan Castroviejo,6,40
Simone Velasco,6,36
Jaakko Hanninen,6,27
Lennard Hofstede,6,20
Chris Harper,6,20
Joel Nicolau,4,126
Eugenio Sanchez,4,45
Ibai Azurmendi,4,45
Fabien Grellier,4,45
Jon Barrenetxea,4,45
Theo Delacroix,4,45
Brandon Rivera,4,40
Cameron Wurf,4,40
