Names,Cost,Points
Elisa Longo Borghini,30,190
Marianne Vos,30,180
Lotte Kopecky,26,64
Elizabeth Deignan,24,290
Lisa Brennauer,24,140
Cecilie Uttrup Ludwig,24,60
Chantal Van Den Broeck-Blaak,22,85
Amy Pieters,22,68
Emma Norsgaard,20,110
Ellen Van Dijk,20,40
Marta Bastianelli,14,120
Marta Cavalli,14,90
Christine Majerus,14,80
Sarah Roy,14,32
Audrey Cordon-Ragot,12,135
Elena Cecchini,12,24
Alice Barnes,12,20
Maria Giulia Confalonieri,10,36
Chiara Consonni,10,4
Romy Kasper,8,72
Marjolein Van't Geloof,8,72
Aude Biannic,8,40
Lauretta Hanson,8,40
Anna Henderson,8,32
Alison Jackson,8,28
Riejanne Markus,8,20
Eugenie Duval,8,16
Tiffany Cromwell,8,8
Franziska Koch,6,100
Teuntje Beekhuis,6,76
Leah Thomas,6,76
Maria Martins,6,48
Lucie Jounier,6,44
Trixi Worrack,4,40
Jip Van Den Bos,4,20
