Names,Cost,Points
Anna Van Der Breggen,30,200
Elisa Longo Borghini,30,160
Annemiek Van Vleuten,30,140
Marianne Vos,30,80
Cecilie Uttrup Ludwig,24,95
Katarzyna Niewiadoma,22,180
Mavi Garcia,18,120
Demi Vollering,16,115
Soraya Paladin,14,20
Ashleigh Moolman,12,106
Mikayla Harvey,12,44
Maria Novolodskaia,12,40
Hannah Barnes,12,20
Audrey Cordon-Ragot,12,10
Juliette Labous,10,110
Amanda Spratt,10,90
Elise Chabbey,10,68
Katrine Aalerud,10,64
Lucinda Brand,10,62
Kristen Faulkner,10,56
Evita Muzic,10,44
Ane Santesteban,10,16
Ruth Winder,8,150
Erica Magnaldi,8,72
Kristabel Doebel-Hickok,8,68
Niamh Fisher-Black,8,34
Anna Henderson,8,20
Alena Amialiusik,8,20
Marta Lach,8,20
Lauretta Hanson,8,10
Sandra Levenez,8,8
Leah Thomas,6,60
Sabrina Stultiens,6,52
Lucy Kennedy,6,48
Brodie Chapman,6,36
Karol-Ann Canuel,6,30
Omer Shapira,6,20
Hanna Nilsson,6,12
Tayler Wiles,6,10
Anna Shackley,4,30
Femke Gerritse,4,20
