Names,Cost,Points
Julian Alaphilippe,32,140
Mathieu Van Der Poel,32,110
Dan Martin,24,80
Primoz Roglic,22,220
Tadej Pogacar,22,180
Tiesj Benoot,22,115
Michael Woods,22,100
Michal Kwiatkowski,22,85
Rigoberto Uran,20,64
Rui Costa,20,10
Tom Dumoulin,18,106
Rudy Molard,18,72
Jelle Vanendert,18,32
Marc Hirschi,16,200
Matej Mohoric,16,140
Warren Barguil,16,90
Guillaume Martin,16,68
Richie Porte,16,60
Gorka Izagirre,16,56
Benoit Cosnefroy,16,52
Valentin Madouas,16,24
Dylan Teuns,16,16
Dani Martinez,14,44
Jesus Herrada,14,20
Laurens De Plus,12,30
Sergio Henao,12,10
Jan Polanc,12,10
Loic Vliegen,10,28
Julien Simon,10,12
Jonas Vingegaard,8,30
Omar Fraile,6,48
Lennard Kaemna,6,40
Michael Schaer,6,40
Nick Schultz,6,36
Lennard Hofstede,6,30
Tom Leezer,6,30
Paul Martens,6,30
Robert Power,6,20
Michael Storer,6,20
Cristian Camilo Munoz,6,10
Carlos Verona,6,8
Simon Geschke,6,4
Ilan Van Wilder,4,20
Omer Goldstein,4,20
Valentin Ferron,4,20
Paul Ourselin,4,20
Kobe Goossens,4,20
Inigo Elosegui,4,20
Kenny Molly,4,20
Mathijs Paasschens,4,20
Gino Maeder,4,20
Thymen Arensman,4,20
Mark Donovan,4,20
Andres Camilo Ardila,4,10
Edward Ravasi,4,10
