Names,Cost,Points
Mathieu Van Der Poel,32,240
Oliver Naesen,26,100
Wout Van Aert,24,220
Alexander Kristoff,24,160
Jasper Stuyven,24,20
Yves Lampaert,22,120
Tiesj Benoot,22,85
Kasper Asgreen,22,72
Sep Vanmarcke,22,56
Pascal Eenkhoorn,22,20
John Degenkolb,20,90
Romain Bardet,20,24
Alberto Bettiol,18,60
Nils Politt,18,48
Dylan Van Baarle,16,95
Dylan Teuns,16,80
Florian Senechal,16,76
Valentin Madouas,16,68
Danny Van Poppel,16,40
Luka Mezgec,16,32
Max Walscheid,16,4
Anthony Turgis,14,140
Jasper De Buyst,14,52
Dries De Bondt,14,30
Andrea Pasqualon,14,28
Xandro Meurisse,12,64
Amaury Capiot,12,36
Amund Jansen,12,20
Jens Keukeleire,12,16
Petr Vakoc,10,30
Timo Roosen,10,20
Gregor Muehlberger,8,40
Dimitri Claeys,6,110
Sven Erik Bystrom,6,54
Mickael Delage,6,40
Gijs Van Hoecke,6,40
Jonas Rickaert,6,30
Gianni Vermeersch,6,30
Dimitri Peyskens,6,20
Samuele Battistella,6,20
Taco Van Der Hoorn,6,20
Michael Gogl,6,12
Tom Bohli,6,10
Vegard Stake Laengen,6,10
Marco Marcato,6,10
Rui Oliveira,6,10
Fabio Van Den Bossche,4,40
Alexander Krieger,4,30
Otto Vergaerde,4,30
Bert-Jan Lindeman,4,20
Maarten Wynants,4,20
Arjen Livyns,4,8
