Names,Cost,Points
Mathieu Van Der Poel,32,36
Peter Sagan,28,76
Oliver Naesen,26,32
Philippe Gilbert,26,10
Wout Van Aert,24,80
Sam Bennett,24,24
Vincenzo Nibali,24,10
Arnaud Demare,22,100
Caleb Ewan,22,90
Fernando Gaviria,18,52
Danny Van Poppel,16,60
Andrea Vendrame,16,40
Nacer Bouhanni,14,55
Davide Cimolai,14,34
Jasper De Buyst,14,10
Ben Swift,12,43
Kristian Sbaragli,12,22
Filippo Ganna,12,12
Max Richeze,12,6
Amund Jansen,12,4
Manuel Beletti,10,49
Davide Villella,10,30
Ramon Sinkeldam,10,17
Tosh Van Der Sande,10,10
Timo Roosen,10,4
Antwan Tolhoek,10,4
Dion Smith,8,46
Daniel Oss,8,4
Manuele Boaro,6,40
Lawrence Naesen,6,38
Umberto Marengo,6,30
Gijs Van Hoecke,6,30
Alexander Konychev,6,28
Mikkel Frolich Honore,6,18
Kevin Geniets,6,15
Ignatas Konovalovas,6,15
Miles Scotson,6,15
Jacopo Mosca,6,14
Nikolas Maes,6,10
Rick Zabel,6,8
Paul Martens,6,4
Jacopo Guarnieri,4,31
Alessandro Tonelli,4,30
Pieter Vanspeybrouck,4,26
Andrea Garosio,4,20
Frederik Frison,4,10
Florian Vermeersch,4,10
Bert-Jan Lindeman,4,4
