Names,Cost,Points
Sam Bennett,24,49
Alexander Kristoff,24,36
Caleb Ewan,22,100
Pascal Ackermann,22,20
Jasper Philipsen,18,60
Edward Theuns,18,34
Niccolo Bonifazio,16,90
Luka Mezgec,16,8
Florian Senechal,16,2
Bryan Coquard,14,80
Nacer Bouhanni,14,40
Mark Cavendish,14,20
Jasper De Buyst,14,15
Anthony Turgis,14,10
Christophe Laporte,14,4
Amaury Capiot,12,55
Hugo Hofstetter,12,32
Jens Debusschere,12,4
Tim Merlier,10,70
Piotr Havik,10,40
Arvid De Kleijn,8,52
Chris Juul-Jensen,8,30
Reinardt Janse Van Rensburg,8,30
Jake Stewart,8,22
Michael Van Staeyen,6,38
Travis McCabe,6,30
Dmitriy Gruzdev,6,30
Michael Schaer,6,30
Evaldas Siskevicius,6,18
Bert Van Lerberghe,6,16
Nikolas Maes,6,15
Brian Van Goethem,6,15
Guillaume Boivin,6,14
Dusan Rajovic,6,12
Adrien Petit,6,10
Geoffrey Soupe,6,10
Dries Van Gestel,6,10
Piet Allegaert,6,10
Frederik Backaert,6,4
Kris Boeckmans,6,4
Romain Cardis,4,53
Itamar Einhorn,4,46
Luc Wirtgen,4,30
Max Kanter,4,28
Davide Martinelli,4,26
Alfdan De Decker,4,24
Frederik Frison,4,15
Roger Kluge,4,15
Florian Vermeersch,4,15
Florian Maitre,4,10
Ryan Mullen,4,6
Adrien Garel,4,4
Jeremy Lecroq,4,4
Julien Morice,4,4
