Names,Cost,Points
Michael Matthews,24,120
Dan Martin,24,90
Jens Keukeleire,23,7
Michal Kwiatkowski,22,82
Tadej Pogacar,22,68
Tim Wellens,20,30
Rigoberto Uran,20,7
Jelle Vanendert,18,57
Rudy Molard,18,51
Alexis Vuillermoz,18,30
Enrico Gasparotto,18,3
Marc Hirschi,16,150
Benoit Cosnefroy,16,135
Warren Barguil,16,105
Patrick Konrad,16,76
Richie Porte,16,72
Valentin Madouas,16,60
Wout Poels,16,45
Gorka Izagirre,16,24
Matej Mohoric,16,18
Sergio Higuita,16,7
Dani Martinez,14,61
Jesus Herrada,14,48
Hugh Carthy,14,7
Krists Neilands,12,42
Mathias Frank,12,15
Kristian Sbaragli,12,6
Julien Simon,10,9
Simon Geschke,6,64
Nick Schultz,6,39
Clement Champoussin,6,36
Andrea Bagioli,6,36
Hugo Houle,6,33
Rob Power,6,20
Michael Storer,6,20
Mickael Cherel,6,15
Dorian Godon,6,15
Quentin Jauregui,6,15
Omar Fraile,6,12
Alex Howes,6,7
Mauri Vansevenant,4,60
Marlon Gaillard,4,30
Mathijs Paasschens,4,30
Aaron Van Poucke,4,30
Louis Vervaeke,4,27
Ilan Van Wilder,4,20
Thymen Arensman,4,20
Mark Donovan,4,20
Felix Gall,4,20
