Names,Cost,Points
Julian Alaphilippe,32,120
Mathieu Van Der Poel,32,100
Michal Kwiatkowski,22,65
Zdenek Stybar,22,15
Sonny Colbrelli,20,80
Romain Bardet,20,12
Michael Valgren,20,12
Jelle Vanendert,18,18
Benoit Cosnefroy,16,100
Warren Barguil,16,60
Dylan Teuns,16,38
Luka Mezgec,16,30
Anthony Turgis,14,49
Andrea Pasqualon,14,34
Jasper De Buyst,14,24
Dries De Bondt,14,10
Kristian Sbaragli,12,32
Mathias Frank,12,4
Amaury Capiot,12,4
Alessandro De Marchi,10,20
Petr Vakoc,10,10
Dries Devenyns,8,58
Jan Bakelants,8,6
Andrea Bagioli,6,67
Dorian Godon,6,32
Omar Fraile,6,26
Jannik Steimle,6,15
Clement Chevrier,6,14
Andreas Kron,6,14
Michael Storer,6,10
Scott Thwaites,6,10
David Van Der Poel,6,10
Andrea Peron,6,10
Rui Oliveira,6,10
Thomas Sprengers,6,10
Clement Champoussin,6,4
Alessandro Covi,4,46
Stan Dewulf,4,40
Ide Schelling,4,36
Arjen Livyns,4,32
Lucas Eriksson,4,26
Ian Garrison,4,15
Mauri Vansevenant,4,15
Alexander Krieger,4,10
Otto Vergaerde,4,10
Juraj Sagan,4,10
August Jensen,4,4
