Names,Cost,Points
Mathieu Van Der Poel,14,215
Filippo Ganna,10,695
Tom Pidcock,8,1080
Magnus Cort,8,706
Andreas Leknessund,8,151
Marc Hirschi,8,118
Matej Mohoric,8,48
Tim Wellens,8,23
Andrea Bagioli,8,20
Bob Jungels,6,691
Valentin Madouas,6,642
Simon Geschke,6,608
Hugo Houle,6,580
Fred Wright,6,575
Matteo Jorgenson,6,545
Luis Leon Sanchez,6,473
Alberto Bettiol,6,472
Jonathan Castroviejo,6,434
Dylan Van Baarle,6,427
Stefan Kueng,6,410
Yves Lampaert,6,408
Jasper Stuyven,6,370
Nick Schultz,6,369
Tiesj Benoot,6,364
Florian Senechal,6,335
Simon Clarke,6,296
Carlos Verona,6,282
Taco Van Der Hoorn,6,258
Andreas Kron,6,227
Nils Politt,6,190
Mikkel Honore,6,159
Mikkel Bjerg,6,154
Georg Zimmermann,6,140
Jan Tratnik,6,119
Mathieu Burgaudeau,6,106
Luka Mezgec,6,102
Simone Velasco,6,96
Kevin Geniets,6,78
Stefan Bissegger,6,72
Kristian Sbaragli,6,70
Philippe Gilbert,6,60
Michael Morkov,6,59
Nelson Oliveira,6,58
Connor Swift,6,54
Aurelien Paret-Peintre,6,53
Benoit Cosnefroy,6,52
Sven Erik Bystrom,6,50
Stan Dewulf,6,48
Nils Eekhoff,6,48
Gorka Izagirre,6,44
Luke Durbridge,6,42
Chris Juul-Jensen,6,42
Kasper Asgreen,6,41
Guillaume Boivin,6,38
Toms Skujins,6,34
Matis Louvel,6,18
Chris Hamilton,6,12
Alexis Vuillermoz,6,12
Brent Van Moer,6,10
John Degenkolb,6,8
Martijn Tusveld,6,8
Fabio Felline,6,0
Gianni Moscon,6,0
Victor Lafay,6,0
Pierre-Luc Perichon,6,0
Nathan Van Hooydonck,4,290
Benjamin Thomas,4,277
Jeremy Lecroq,4,243
Luke Rowe,4,226
Anthony Perez,4,101
Olivier Le Gac,4,98
Krists Neilands,4,94
Gregor Muehlberger,4,89
Antoine Duchesne,4,78
Kobe Goossens,4,78
Alexander Krieger,4,69
Jack Bauer,4,64
Florian Vermeersch,4,60
Alexis Gougeard,4,55
Cyril Barthe,4,52
Tony Gallopin,4,48
Jonas Rutsch,4,45
Vegard Stake Laengen,4,38
Sebastian Schoenberger,4,36
Frederik Frison,4,36
Mikael Cherel,4,32
Amund Grondahl Jansen,4,32
Edward Planckaert,4,31
Imanol Erviti,4,30
Maxime Bouet,4,30
Oliver Naesen,4,28
Guillaume Van Keirsbulck,4,28
Silvan Dillier,4,26
Kamil Gradek,4,26
Owain Doull,4,24
Lukasz Owsian,4,24
Alexandr Riabushenko,4,20
Adrien Petit,4,13
Andrey Zeits,4,12
Albert Torres,4,12
Alex Kirsch,4,10
Michael Gogl,4,6
Maceij Bodnar,4,4
Daniel Oss,4,4
Dmitriy Gruzdev,4,0
Cyril Lemoine,4,0
Guy Niv,4,0
Kevin Vermaerke,4,0
