Names,Cost,Points
Dani Martinez,14,607
Adam Yates,12,1107
Ben O'Connor,12,8
David Gaudu,10,1442
Nairo Quintana,10,1109
Romain Bardet,10,1015
Jack Haig,10,0
Thibaut Pinot,8,769
Sepp Kuss,8,628
Lennard Kaemna,8,422
Mike Woods,8,282
Damiano Caruso,8,183
Warren Barguil,8,154
Guillaume Martin,8,92
Ruben Guerreiro,8,12
Louis Meintjes,6,894
Dylan Teuns,6,495
Giulio Ciccone,6,389
Bauke Mollema,6,302
Michael Storer,6,223
Quinn Simmons,6,222
Pierre Latour,6,194
Rafal Majka,6,153
Franck Bonnamour,6,65
George Bennett,6,56
Pierre Rolland,6,28
Joe Dombrowski,6,20
Geoffrey Bouchard,6,0
