Names,Cost,Points
Mathieu Van Der Poel,12,1325
Mauro Schmid,8,629
Magnus Cort,8,519
Alessandro Covi,8,474
Juan Pedro Lopez,6,962
Gijs Leemreize,6,799
Simone Consonni,6,630
Edward Theuns,6,503
Dries De Bondt,6,460
Matteo Sobrero,6,458
Edoardo Affini,6,409
Lorenzo Rota,6,334
Diego Rosa,6,309
Thomas De Gendt,6,267
Attila Valter,6,262
Davide Ballerini,6,252
Natnael Tesfatsion,6,251
Giovanni Aleotti,6,228
Mattias Skjelmose Jensen,6,219
Jhonatan Narvaez,6,212
Fabio Felline,6,206
Pascal Eenkhoorn,6,191
Davide Villella,6,172
Ben Swift,6,155
Sacha Modolo,6,152
Dario Cataldo,6,138
Filippo Zana,6,111
Jonathan Castroviejo,6,110
Valerio Conti,6,101
Rick Zabel,6,97
Jose Joaquin Rojas,6,90
Lilian Calmejane,6,85
Simone Ravanelli,6,80
Maxi Richeze,6,69
Remy Rochas,6,47
Eduardo Sepulveda,6,46
Chris Hamilton,6,45
Nans Peters,6,44
Tobias Ludvigsson,6,44
Rui Oliveira,6,44
Jos Van Emden,6,38
Damien Howson,6,34
Michael Morkov,6,22
Jan Tratnik,6,4
Francesco Gavazzi,6,2
Matthias Braendle,6,2
Alex Dowsett,6,2
Simon Carr,6,0
Sergio Samitier,6,0
Davide Gabburo,4,527
Domen Novak,4,377
Sylvain Moniquet,4,294
Tobias Bayer,4,269
Filippo Tagliani,4,256
Luca Covili,4,241
Ben Zwiehoff,4,236
Alessandro Tonelli,4,225
Cesare Benedetti,4,216
Patrick Gamper,4,216
Martijn Tusveld,4,190
Jorge Arcas,4,182
Mattia Bais,4,172
Felix Gall,4,168
Jasha Suetterlin,4,154
Barnabas Peak,4,153
Aime De Gendt,4,122
Jacopo Mosca,4,118
Otto Vergaerde,4,118
Mirco Maestri,4,115
Salvatore Puccio,4,110
Loic Vliegen,4,109
Oscar Riesebeek,4,107
Edoardo Zardini,4,100
Michael Schwarzmann,4,96
Mikael Cherel,4,95
Nico Denz,4,86
Michael Hepburn,4,84
Diego Andres Camargo,4,82
Julius Van Den Berg,4,77
Erik Fetter,4,67
Nicolas Prodhomme,4,65
Samuele Rivi,4,62
Will Barta,4,59
Harold Tejada,4,50
Clement Davy,4,48
Ignatas Konovalovas,4,48
Senne Leysen,4,44
Alexander Krieger,4,36
Luca Rastelli,4,36
Lawson Craddock,4,34
Jacopo Guarnieri,4,32
Jaakko Hanninen,4,30
Miles Scotson,4,28
Ramon Sinkeldam,4,28
Merhawi Kudus,4,24
Alexander Cataford,4,22
Vadim Pronskiy,4,20
Jonathan Caicedo,4,20
Romain Combaud,4,20
Pieter Serry,4,16
Bert Van Lerberghe,4,16
Chris Juul-Jensen,4,14
Callum Scotson,4,14
Matthew Holmes,4,12
Roger Kluge,4,12
Ruediger Selig,4,12
Jenthe Biermans,4,10
Owain Doull,4,4
Oier Lazkano,4,4
Wesley Kreder,4,2
Anthony Perez,4,2
Pierre-Luc Perichon,4,2
Davide Bais,4,2
Reto Hollenstein,4,2
Samuele Zoccarato,4,0
Andrii Ponomar,4,0
