Names,Cost,Points
Caleb Ewan,12,388
Arnaud Demare,10,1437
Mark Cavendish,10,941
Giacomo Nizzolo,10,479
Biniam Girmay,8,1119
Fernando Gaviria,8,1002
Davide Cimolai,8,97
Alberto Dainese,6,697
Phil Bauhaus,6,687
Andrea Vendrame,6,627
Vincenzo Albanese,6,613
Stefano Oldani,6,361
Lawrence Naesen,6,187
Jakub Mareczko,6,144
Cees Bol,6,51
Filippo Fiorelli,6,40
