Names,Cost,Points
Primoz Roglic,28,679
Adam Yates,22,304
Julian Alaphilippe,20,570
Jonas Vingegaard,20,549
Dani Martinez,18,998
Remco Evenepoel,18,739
David Gaudu,18,248
Sergio Higuita,18,4
Aleksandr Vlasov,16,727
Enric Mas,16,339
Mike Woods,16,118
Pello Bilbao,14,647
Geraint Thomas,14,249
Sepp Kuss,14,42
Ion Izagirre,12,700
Marc Soler,12,423
Diego Ulissi,12,229
Rigoberto Uran,12,205
Pierre Latour,12,111
Tao Geoghehan Hart,12,87
Carlos Rodriguez,10,300
Remi Cavagna,10,184
Ruben Guerreiro,10,154
Alessandro Covi,10,33
Felix Grossschartner,10,20
Emanuel Buchmann,10,17
Lucas Hamilton,10,10
Aurelien Paret-Peintre,10,1
Mark Padun,10,0
George Bennett,10,0
Davide Formolo,8,190
Gianluca Brambilla,8,114
Sebastien Reichenbach,8,66
Nelson Oliveira,8,66
Mauri Vansevenant,8,55
Jan Polanc,8,53
Gorka Izagirre,8,49
Victor Lafay,8,44
James Knox,8,42
Rafal Majka,8,28
Kenny Elissonde,8,25
Sergio Samitier,8,19
Gino Maeder,8,18
Lennard Kaemna,8,10
Andreas Leknessund,8,10
Luis Leon Sanchez,8,8
Antonio Pedrero,8,2
Andrea Vendrame,8,0
Mikel Nieve,8,0
Tanel Kangert,8,0
Nick Schultz,8,0
Antwan Tolhoek,8,0
Ben Tulett,6,180
Cristian Rodriguez,6,177
Juan Pedro Lopez,6,155
Steff Cras,6,143
Bruno Armirail,6,139
Hugo Houle,6,106
Quinten Hermans,6,102
Jonathan Lastra,6,71
Gotzon Martin,6,70
Rudy Molard,6,70
Omar Fraile,6,54
Gijs Leemreize,6,47
Mikel Bizkarra,6,45
Alexis Vuillermoz,6,41
Dani Navarro,6,35
Tony Gallopin,6,34
Pascal Eenkhoorn,6,32
Fernando Barcelo,6,30
Chris Harper,6,30
Maxim Van Gils,6,30
Simon Geschke,6,25
Julen Amezqueta,6,22
Ruben Fernandez,6,20
Oscar Rodriguez,6,19
Hermann Pernsteiner,6,18
Mark Donovan,6,15
Jose Herrada,6,10
Mikel Iturria,6,10
Tsgabu Grmay,6,10
Yukiya Arashiro,6,8
Gregor Muehlberger,6,7
Kobe Goossens,6,2
Stefan De Bod,6,0
Sebastian Henao,6,0
Javier Romo,6,0
Jetse Bol,6,0
Oscar Cabedo,6,0
Angel Madrazo,6,0
James Shaw,6,0
Roger Adria,6,0
Hector Carretero,6,0
Alessandro De Marchi,6,0
James Piccoli,6,0
Sylvain Moniquet,6,0
Harry Sweeny,6,0
Jack Bauer,6,0
Jan Maas,6,0
Jesus David Pena,6,0
Martijn Tusveld,6,0
Julien Bernard,6,0
Simon Pellaud,6,0
Felix Gall,4,153
Orluis Aular,4,150
Fabien Doubey,4,135
Ibon Ruiz,4,76
Dries Devenyns,4,58
Ibai Azurmendi,4,37
Ander Okamika,4,31
Milan Vader,4,30
Igor Arrieta,4,20
Domen Novak,4,18
Frederik Wandahl,4,10
Jefferson Alveiro Cepeda,4,10
Thomas Champion,4,10
Edoardo Zambanini,4,8
Antoine Duchesne,4,8
Anthony Roux,4,8
Jeremy Cabot,4,6
Fabien Grellier,4,6
Alan Jousseaume,4,6
Ignatas Konovalovas,4,4
Theo Delacroix,4,2
Laurens Huys,4,2
Julius Johansen,4,2
Hugo Page,4,2
Paul Lapeira,4,0
Valentin Paret-Peintre,4,0
Nicolas Prodhomme,4,0
Yuriy Natarov,4,0
Antonio Nibali,4,0
Alexandr Riabushenko,4,0
Andrey Zeits,4,0
Victor Langellotti,4,0
Pelayo Sanchez,4,0
Jokin Murguialday,4,0
Andre Carvalho,4,0
Jonathan Klever Caicedo,4,0
Diego Andres Camargo,4,0
Jon Agirre,4,0
Diego Lopez,4,0
Daniel Alejandro Mendez,4,0
Xabier Mikel Azparren,4,0
Asier Etxebarria,4,0
Xabier Isasa,4,0
Kevin Van Melsen,4,0
Sebastian Berwick,4,0
Alexander Cataford,4,0
Filippo Conca,4,0
Viktor Verschaeve,4,0
Romain Combaud,4,0
Leon Heinschke,4,0
Tim Naberman,4,0
Florian Stork,4,0
