Names,Cost,Points
Primoz Roglic,24,932
Wout Van Aert,18,1016
Enric Mas,18,33
David Gaudu,16,363
Jack Haig,16,313
Jonas Vingegaard,14,799
Damiano Caruso,14,481
Ben O'Connor,14,476
Wilco Kelderman,14,53
Ethan Hayter,12,695
Brandon McNulty,12,182
Patrick Konrad,12,180
Dylan Teuns,12,83
Juan Ayuso,12,76
Ruben Guerreiro,10,345
Esteban Chaves,10,341
Tao Geoghegan Hart,10,323
Tobias Halland Johannessen,10,288
Steven Kruijswijk,10,223
Warren Barguil,10,184
Mattia Cattaneo,10,178
Tiesj Benoot,10,138
George Bennett,10,84
Jan Hirt,10,83
Michael Storer,10,45
Franck Bonnamour,10,28
Mark Padun,10,10
Aurelien Paret-Peintre,10,6
Louis Meintjes,8,286
Victor Lafay,8,266
Andrea Bagioli,8,266
Matteo Jorgenson,8,245
Jasper Stuyven,8,191
Filippo Ganna,8,185
Jordi Meeus,8,150
Christope Laporte,8,118
Geoffrey Bouchard,8,98
Nick Schultz,8,90
Eddie Dunbar,8,60
Dylan Groenewegen,8,50
Matteo Fabbro,8,43
Michal Kwiatkowski,8,37
Juan Sebastian Molano,8,32
Simon Clarke,8,25
Mikkel Honore,8,24
Gorka Izagirre,8,21
Valentin Madouas,8,16
Remi Cavagna,8,14
Anthon Charmig,8,8
Samuele Battistella,8,0
Phil Bauhaus,8,0
Chris Froome,8,0
Pierre Rolland,6,409
Edvald Boasson Hagen,6,331
Carlos Verona,6,294
Alexis Vuillermoz,6,239
Clement Venturini,6,145
Sean Quinn,6,143
Chris Harper,6,138
Steff Cras,6,131
Matis Louvel,6,117
Kenny Elissonde,6,113
Anthony Delaplace,6,112
Kevin Geniets,6,96
Benjamin Thomas,6,91
Luis Leon Sanchez,6,86
Jan Bakelants,6,81
Jannik Steimle,6,72
Luke Durbridge,6,70
Sebastian Schoenberger,6,67
Maxim Van Gils,6,62
Laurens De Plus,6,56
Bruno Armirail,6,47
Andrey Amador,6,45
Simone Velasco,6,32
Antonio Tiberi,6,27
Kobe Goossens,6,25
Luca Mozzato,6,24
Gregor Muehlberger,6,23
Antwan Tolhoek,6,20
Rudy Molard,6,16
Stan Dewulf,6,14
Heinrich Haussler,6,14
Simon Geschke,6,14
Andres Camilo Ardila,6,14
Nils Politt,6,12
Toms Skujins,6,12
Owain Doull,6,10
Mark Donovan,6,10
Thibault Guernalec,6,8
Idar Andersen,6,8
Oliver Naesen,6,6
Greg Van Avermaet,6,6
Eliot Lietaer,6,4
Lukas Poestelberger,6,4
Matthew Walls,6,4
Carlos Barbero,6,2
Harry Sweeny,6,2
Stefan De Bod,6,0
Javier Romo,6,0
Josef Cerny,6,0
Kevin Colleoni,6,0
Amund Grondahl Jansen,6,0
Romain Combaud,6,0
Tony Gallopin,6,0
Niklas Eg,6,0
Hugo Page,4,329
Valentin Ferron,4,213
Kevin Vermaerke,4,175
Anders Skaarseth,4,161
Olivier Le Gac,4,150
Laurens Huys,4,99
Maxime Bouet,4,71
Fabien Doubey,4,38
Kamil Gradek,4,34
Alexandr Riabushenko,4,31
Sandy Dujardin,4,26
Fabien Grellier,4,26
Dries Van Gestel,4,26
Andrey Zeits,4,25
Xandres Vervloesem,4,25
Dries Devenyns,4,24
Simon Guglielmi,4,23
Jonas Gregaard,4,18
Alexis Gougeard,4,16
Miguel Heidemann,4,14
Thomas Champion,4,14
Omer Goldstein,4,11
Mathias Norsgaard,4,11
Jens Keukeleire,4,10
James Shaw,4,10
Julius Johansen,4,10
Lukasz Owsian,4,8
Torjus Sleen,4,8
Francois Bidard,4,4
Eddy Fine,4,4
Hugo Toumire,4,4
Filippo Conca,4,2
Sebastien Grignard,4,2
Ivo Oliveira,4,2
Oliveiro Troia,4,2
Yuriy Natarov,4,0
Taj Jones,4,0
Guy Niv,4,0
James Piccoli,4,0
Guy Sagiv,4,0
Imanol Erviti,4,0
Alex Edmonson,4,0
Tsgabu Grmay,4,0
Marco Brenner,4,0
Leon Heinschke,4,0
Niklas Maerkl,4,0
Henri Vandenabeele,4,0
Julien Bernard,4,0
