Names,Cost,Points
Annemiek Van Vleuten,30,660
Lotte Kopecky,26,750
Grace Brown,18,300
Chantal Van Den Broek-Blaak,16,690
Marlen Reusser,14,480
Marta Bastianelli,14,255
Arlenis Sierra,12,540
Christine Majerus,12,372
Sofia Bertizzolo,12,240
Sarah Roy,12,228
Floortje Mackaij,12,204
Brodie Chapman,8,330
Silvia Persico,6,240
Maaike Boogaard,6,144
Alexandra Manly,4,156
Elizabeth Holden,4,120
Clara Honsinger,4,60
