Names,Cost,Points
Demi Vollering,20,803
Elisa Longo Borghini,20,8
Amy Pieters,16,690
Lorena Wiebes,16,595
Elisa Balsamo,16,380
Elizabeth Deignan,16,14
Juliette Labous,14,532
Marta Bastianelli,14,439
Chantal Van Den Broeck-Blaak,14,308
Liane Lippert,14,95
Lauren Stephens,14,70
Chloe Hosking,12,550
Elise Chabbey,12,406
Alice Barnes,12,389
Pfeiffer Georgi,12,328
Alison Jackson,12,28
Sheyla Gutierrez,10,664
Sarah Roy,10,293
Christine Majerus,10,223
Audrey Cordon-Ragot,10,103
Ane Santesteban,10,101
Veronica Ewers,10,72
Eugenia Bujak,10,61
Soraya Paladin,10,3
Leah Kirchmann,8,411
Sofia Bertizzolo,8,261
Anna Shackley,8,244
Joscelin Lowden,8,232
Elena Cecchini,8,222
Chiara Consonni,8,182
Maaikke Boogaard,8,142
Amber Van Der Hulst,8,140
Hannar Barnes,8,138
Eugenie Duval,8,28
Jelena Eric,8,28
Maelle Grossetete,8,22
Evita Muzic,8,22
Clara Copponi,6,805
Aude Biannic,6,327
Marjolein Van't Geloof,6,255
Josie Nelson,6,140
Hayley Simmonds,6,123
Nina Kessler,6,94
Janneke Ensing,6,74
Ella Harris,6,56
Mischa Bredewold,6,30
Alicia Gonzalez,6,23
Victorie Guilman,6,22
Ilaria Sanguineti,6,14
Teniel Campbell,6,12
Femke Markus,6,4
Natalie Grinczer,6,0
Jeanne Korevaar,6,0
Lucy Kennedy,6,0
Ingvild Gaskjenn,6,0
Tanja Erath,6,0
Abi Smith,4,163
Lourdes Oyarbide,4,73
Gloria Rodriguez,4,23
Jade Wiel,4,22
Alice Towers,4,18
Elena Pirrone,4,18
Dani Christmas,4,16
Sophie Wright,4,14
Margaux Vigie,4,14
Anna Christian,4,12
Nicole Frain,4,12
Trixi Worrack,4,12
Kirstie Van Haaften,4,10
April Tacey,4,7
Connie Hayes,4,5
Francesca Morgans-Slader,4,4
Megan Jastrab,4,4
Hannah Bayes,4,0
Olivia Bent,4,0
Alice Lethbridge,4,0
Phoebe Martin,4,0
Emma Edwards,4,0
Jessica Finney,4,0
Katie Scott,4,0
Becky Storrie,4,0
Evy Kuijpers,4,0
Femke Gerritse,4,0
Pien Limpens,4,0
Jessica Allen,4,0
Caroline Andersson,4,0
Emma Boogaard,4,0
Pernille Feldmann,4,0
Mari Hole Mohr,4,0
